Date,Time,Row,Identifier 1,Identifier 2,Preparation,Component,Comment,Method,Ampl. 44,BGD 44,Analysis,Start,Rt,End,Ampl. 45,Ampl. 46,BGD 45,BGD 46,Ref. Name,d 13C/12C
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2649,80.8,28103,1045.6,1051.5,1068.0,2923,4683,92.8,145.6,CO2 Lab.Tank,-36.220
10/13/22,14:37:55,36,167,RD,,CO2-Ref-2,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2682,75.2,28103,1141.1,1160.4,1163.3,3051,4824,86.4,135.7,CO2 Lab.Tank,-43.010
10/13/22,14:37:55,36,167,RD,,Asp,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4262,69.1,28103,1231.8,1239.8,1254.0,4621,7534,79.2,124.8,CO2 Lab.Tank,-41.545
10/13/22,14:37:55,36,167,RD,,Thr,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1866,121.5,28103,1254.4,1259.9,1270.1,2068,3293,139.4,218.9,CO2 Lab.Tank,-36.525
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,209,121.5,28103,1270.1,1273.0,1279.3,238,371,139.4,218.9,CO2 Lab.Tank,-34.549
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,248,93.4,28103,1333.2,1355.2,1359.5,283,438,107.2,168.6,CO2 Lab.Tank,-33.764
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1229,130.6,28103,1360.0,1364.6,1372.1,1366,2166,149.9,234.8,CO2 Lab.Tank,-41.079
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,918,130.6,28103,1372.1,1376.5,1380.9,1028,1619,149.9,234.8,CO2 Lab.Tank,-42.009
10/13/22,14:37:55,36,167,RD,,Phe,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2376,102.8,28103,1415.1,1421.4,1438.1,2601,4206,118.0,185.0,CO2 Lab.Tank,-41.968
10/13/22,14:37:55,36,167,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1710,140.6,28103,1445.7,1452.6,1461.1,1943,3022,161.4,252.7,CO2 Lab.Tank,-21.770
10/13/22,14:37:55,36,167,RD,,BF-CO2-Ref-5,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2663,-1.0,28103,1698.5,1718.0,1720.5,3030,4792,-1.3,-2.9,CO2 Lab.Tank,-42.910
10/13/22,14:37:55,36,167,RD,,BF-CO2-Ref-6,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2678,-0.6,28103,1738.3,1757.7,1760.2,3047,4818,-0.9,-2.1,CO2 Lab.Tank,-43.136
10/13/22,14:37:55,36,167,RD,,BF-CO2-Ref-7,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2677,-0.5,28103,1778.2,1797.6,1800.1,3045,4816,-0.8,-2.0,CO2 Lab.Tank,-43.197
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-1,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2680,-1.3,28102,215.5,234.7,237.4,3048,4819,-1.7,-3.6,CO2 Lab.Tank,-43.339
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-2,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2683,-0.8,28102,255.2,274.6,277.1,3052,4825,-1.1,-2.6,CO2 Lab.Tank,-43.565
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-3,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2682,-0.7,28102,295.1,314.3,317.1,3050,4823,-1.0,-2.4,CO2 Lab.Tank,-43.641
10/13/22,14:00:07,35,166,L-AA Mix,,CO2-Ref-1,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2752,-1.2,28102,546.7,613.0,625.5,3131,4951,-1.5,-3.2,CO2 Lab.Tank,-43.010
10/13/22,14:00:07,35,166,L-AA Mix,,Ala,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4859,50.4,28102,744.0,751.4,774.6,5336,8622,57.6,90.9,CO2 Lab.Tank,-39.781
10/13/22,14:00:07,35,166,L-AA Mix,,Val,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3578,65.4,28102,797.8,807.6,832.4,4003,6345,74.9,118.0,CO2 Lab.Tank,-32.410
10/13/22,14:00:07,35,166,L-AA Mix,,Gly,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4237,72.7,28102,855.9,863.0,870.7,4465,7489,83.6,131.0,CO2 Lab.Tank,-53.584
10/13/22,14:00:07,35,166,L-AA Mix,,Ile,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3167,108.6,28102,880.1,886.4,892.2,3540,5617,123.8,195.4,CO2 Lab.Tank,-33.434
10/13/22,14:00:07,35,166,L-AA Mix,,Leu,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3462,108.6,28102,892.2,897.9,926.7,3821,6125,123.8,195.4,CO2 Lab.Tank,-37.680
10/13/22,14:00:07,35,166,L-AA Mix,,Nor,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2792,112.8,28102,938.4,944.5,966.4,3079,4947,129.6,202.9,CO2 Lab.Tank,-41.523
10/13/22,14:00:07,35,166,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2526,69.8,28102,1045.4,1050.9,1063.2,2809,4471,80.0,125.9,CO2 Lab.Tank,-36.483
10/13/22,14:00:07,35,166,L-AA Mix,,CO2-Ref-2,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2677,66.2,28102,1141.1,1160.4,1163.1,3044,4815,76.0,119.5,CO2 Lab.Tank,-43.010
10/13/22,14:00:07,35,166,L-AA Mix,,Asp,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1072,69.8,28102,1231.0,1236.4,1247.1,1190,1893,80.0,125.9,CO2 Lab.Tank,-48.527
10/13/22,14:00:07,35,166,L-AA Mix,,Thr,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3259,67.4,28102,1253.4,1261.1,1286.8,3595,5782,77.3,122.0,CO2 Lab.Tank,-35.636
10/13/22,14:00:07,35,166,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1316,75.5,28102,1371.5,1376.7,1387.1,1459,2319,86.8,136.1,CO2 Lab.Tank,-42.802
10/13/22,14:00:07,35,166,L-AA Mix,,Phe,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2599,75.2,28102,1415.6,1421.8,1438.8,2860,4584,86.3,135.9,CO2 Lab.Tank,-34.898
10/13/22,14:00:07,35,166,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2626,124.2,28102,1445.2,1454.0,1472.2,2966,4657,143.5,223.3,CO2 Lab.Tank,-21.264
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-5,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2670,-1.0,28102,1698.5,1717.8,1720.5,3037,4803,-1.4,-3.0,CO2 Lab.Tank,-42.880
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-6,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2674,-0.6,28102,1738.3,1757.7,1760.2,3042,4810,-0.9,-2.2,CO2 Lab.Tank,-43.046
10/13/22,14:00:07,35,166,L-AA Mix,,BF-CO2-Ref-7,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2671,-0.5,28102,1778.2,1797.6,1800.1,3038,4806,-0.8,-2.1,CO2 Lab.Tank,-43.115
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-1,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2683,-1.3,28101,215.5,234.7,237.4,3051,4823,-1.7,-3.7,CO2 Lab.Tank,-42.907
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-2,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2690,-0.8,28101,255.2,274.6,277.1,3059,4836,-1.1,-2.7,CO2 Lab.Tank,-43.157
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-3,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2686,-0.7,28101,295.1,314.5,317.1,3055,4831,-1.0,-2.4,CO2 Lab.Tank,-43.228
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,425,-1.2,28101,546.7,555.7,567.4,483,752,-1.6,-3.3,CO2 Lab.Tank,-42.996
10/13/22,13:22:08,34,165,RD,,CO2-Ref-1,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2710,72.5,28101,603.6,622.8,632.2,3081,4871,82.7,129.9,CO2 Lab.Tank,-43.010
10/13/22,13:22:08,34,165,RD,,Ala,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4670,48.3,28101,743.4,750.9,769.7,5153,8284,55.2,87.1,CO2 Lab.Tank,-37.873
10/13/22,13:22:08,34,165,RD,,Val,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4584,79.2,28101,800.3,807.8,831.8,5091,8106,90.8,142.6,CO2 Lab.Tank,-38.144
10/13/22,13:22:08,34,165,RD,,Gly,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4220,81.2,28101,855.6,862.8,869.6,4511,7470,93.0,146.1,CO2 Lab.Tank,-40.248
10/13/22,13:22:08,34,165,RD,,Ile,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3875,112.5,28101,879.9,886.6,892.2,4303,6853,129.4,202.5,CO2 Lab.Tank,-37.921
10/13/22,13:22:08,34,165,RD,,Leu,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,5292,112.5,28101,892.2,898.9,928.2,5824,9372,129.4,202.5,CO2 Lab.Tank,-39.390
10/13/22,13:22:08,34,165,RD,,Nor,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2366,135.0,28101,938.4,943.8,965.2,2631,4189,155.2,242.6,CO2 Lab.Tank,-41.441
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2701,79.2,28101,1045.0,1050.9,1068.0,2990,4767,90.8,142.6,CO2 Lab.Tank,-36.177
10/13/22,13:22:08,34,165,RD,,CO2-Ref-2,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2689,73.9,28101,1141.1,1160.6,1163.1,3059,4837,84.8,133.5,CO2 Lab.Tank,-43.010
10/13/22,13:22:08,34,165,RD,,Asp,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4408,68.3,28101,1231.2,1239.4,1253.6,4787,7818,78.2,123.3,CO2 Lab.Tank,-41.685
10/13/22,13:22:08,34,165,RD,,Thr,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2060,68.3,28101,1253.6,1259.6,1269.7,2290,3656,78.2,123.3,CO2 Lab.Tank,-36.747
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,272,68.3,28101,1269.7,1272.4,1278.9,311,483,78.2,123.3,CO2 Lab.Tank,-34.909
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,266,93.8,28101,1332.8,1354.7,1359.1,303,470,107.5,169.0,CO2 Lab.Tank,-33.671
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1327,135.6,28101,1359.5,1364.1,1371.7,1470,2335,155.6,243.6,CO2 Lab.Tank,-41.353
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,966,135.6,28101,1371.7,1376.1,1380.4,1079,1704,155.6,243.6,CO2 Lab.Tank,-42.446
10/13/22,13:22:08,34,165,RD,,Phe,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2572,105.4,28101,1414.7,1421.0,1437.9,2826,4531,120.8,189.5,CO2 Lab.Tank,-41.928
10/13/22,13:22:08,34,165,RD,,,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1860,145.2,28101,1445.2,1452.3,1460.9,2110,3291,166.5,260.7,CO2 Lab.Tank,-21.906
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-5,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2678,-0.9,28101,1698.5,1718.0,1720.5,3046,4816,-1.3,-2.9,CO2 Lab.Tank,-42.931
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-6,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2675,-0.6,28101,1738.3,1757.7,1760.4,3042,4810,-0.8,-2.1,CO2 Lab.Tank,-43.043
10/13/22,13:22:08,34,165,RD,,BF-CO2-Ref-7,1.994,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2677,-0.5,28101,1778.2,1797.6,1800.1,3045,4814,-0.8,-2.0,CO2 Lab.Tank,-43.105
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-1,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2695,-1.3,28100,215.5,234.7,237.4,3067,4846,-1.7,-3.7,CO2 Lab.Tank,-43.105
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-2,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2697,-0.8,28100,255.2,274.6,277.1,3069,4849,-1.1,-2.6,CO2 Lab.Tank,-43.345
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-3,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2693,-0.7,28100,295.1,314.3,317.1,3064,4841,-1.0,-2.5,CO2 Lab.Tank,-43.415
10/13/22,12:44:08,33,164,L-AA Mix,,CO2-Ref-1,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2756,-1.2,28100,546.7,622.8,625.5,3138,4958,-1.6,-3.3,CO2 Lab.Tank,-43.010
10/13/22,12:44:08,33,164,L-AA Mix,,Ala,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4733,44.5,28100,743.8,751.1,774.3,5192,8364,50.9,80.4,CO2 Lab.Tank,-39.765
10/13/22,12:44:08,33,164,L-AA Mix,,Val,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3527,59.2,28100,797.5,807.4,833.3,3949,6251,67.8,106.7,CO2 Lab.Tank,-32.450
10/13/22,12:44:08,33,164,L-AA Mix,,Gly,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4176,66.9,28100,855.4,862.8,870.5,4450,7410,77.0,120.7,CO2 Lab.Tank,-53.721
10/13/22,12:44:08,33,164,L-AA Mix,,Ile,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3146,101.3,28100,879.7,886.0,892.0,3527,5561,115.5,182.5,CO2 Lab.Tank,-32.987
10/13/22,12:44:08,33,164,L-AA Mix,,Leu,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3510,101.3,28100,892.0,897.7,925.2,3883,6230,115.5,182.5,CO2 Lab.Tank,-37.542
10/13/22,12:44:08,33,164,L-AA Mix,,Nor,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2864,105.9,28100,938.0,944.1,967.0,3161,5056,121.7,190.4,CO2 Lab.Tank,-41.659
10/13/22,12:44:08,33,164,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2499,65.2,28100,1045.0,1050.6,1069.5,2763,4421,74.7,117.7,CO2 Lab.Tank,-35.743
10/13/22,12:44:08,33,164,L-AA Mix,,CO2-Ref-2,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2693,61.9,28100,1141.1,1160.4,1163.1,3065,4843,71.2,112.0,CO2 Lab.Tank,-43.010
10/13/22,12:44:08,33,164,L-AA Mix,,Asp,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1054,53.6,28100,1231.2,1236.0,1239.0,1168,1862,61.5,97.4,CO2 Lab.Tank,-47.741
10/13/22,12:44:08,33,164,L-AA Mix,,Thr,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3129,63.3,28100,1253.0,1260.5,1287.6,3432,5546,72.6,114.5,CO2 Lab.Tank,-35.617
10/13/22,12:44:08,33,164,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1269,70.9,28100,1371.0,1376.3,1386.1,1404,2242,81.6,127.9,CO2 Lab.Tank,-43.259
10/13/22,12:44:08,33,164,L-AA Mix,,Phe,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2533,70.8,28100,1414.9,1421.2,1438.1,2788,4463,81.3,128.0,CO2 Lab.Tank,-34.977
10/13/22,12:44:08,33,164,L-AA Mix,,,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2508,117.1,28100,1444.8,1453.4,1470.3,2820,4451,135.4,210.6,CO2 Lab.Tank,-21.565
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-5,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2684,-1.0,28100,1698.5,1717.8,1720.3,3055,4827,-1.4,-3.1,CO2 Lab.Tank,-42.874
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-6,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2685,-0.6,28100,1738.3,1757.7,1760.2,3055,4827,-1.0,-2.3,CO2 Lab.Tank,-43.054
10/13/22,12:44:08,33,164,L-AA Mix,,BF-CO2-Ref-7,,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2682,-0.5,28100,1778.0,1797.4,1800.1,3052,4823,-0.8,-2.1,CO2 Lab.Tank,-43.133
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-1,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2701,-1.3,28099,215.5,234.7,237.4,3076,4857,-1.7,-3.8,CO2 Lab.Tank,-42.874
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-2,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2705,-0.8,28099,255.2,274.6,277.1,3080,4863,-1.1,-2.7,CO2 Lab.Tank,-43.112
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-3,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2702,-0.7,28099,294.9,314.3,317.1,3076,4858,-1.0,-2.5,CO2 Lab.Tank,-43.202
10/13/22,12:06:09,32,163,MAKO_0640,,CO2-Ref-1,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2728,55.6,28099,603.6,622.8,631.6,3106,4904,63.6,99.5,CO2 Lab.Tank,-43.010
10/13/22,12:06:09,32,163,MAKO_0640,,Ala,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4494,38.0,28099,743.8,750.9,770.6,4977,7970,43.5,68.8,CO2 Lab.Tank,-36.562
10/13/22,12:06:09,32,163,MAKO_0640,,Val,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4635,51.9,28099,800.5,808.0,824.3,5150,8215,59.5,93.8,CO2 Lab.Tank,-34.729
10/13/22,12:06:09,32,163,MAKO_0640,,Gly,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3587,71.0,28099,855.6,862.3,869.2,3872,6357,81.6,128.0,CO2 Lab.Tank,-40.230
10/13/22,12:06:09,32,163,MAKO_0640,,Ile,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,4211,96.4,28099,879.9,887.0,892.4,4698,7477,111.2,173.6,CO2 Lab.Tank,-34.308
10/13/22,12:06:09,32,163,MAKO_0640,,Leu,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,5331,96.4,28099,892.4,899.1,928.4,5861,9458,111.2,173.6,CO2 Lab.Tank,-36.533
10/13/22,12:06:09,32,163,MAKO_0640,,-,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,242,140.9,28099,932.6,935.7,938.8,276,425,162.7,253.0,CO2 Lab.Tank,-37.622
10/13/22,12:06:09,32,163,MAKO_0640,,Nor,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2179,140.9,28099,938.8,943.8,964.7,2421,3850,162.7,253.0,CO2 Lab.Tank,-42.704
10/13/22,12:06:09,32,163,MAKO_0640,,,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2660,71.8,28099,1045.2,1051.1,1069.7,2939,4706,82.6,129.6,CO2 Lab.Tank,-35.409
10/13/22,12:06:09,32,163,MAKO_0640,,CO2-Ref-2,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2709,67.6,28099,1141.1,1160.4,1163.1,3085,4871,77.7,122.2,CO2 Lab.Tank,-43.010
10/13/22,12:06:09,32,163,MAKO_0640,,Asp,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,3774,60.5,28099,1231.4,1239.0,1253.4,4099,6669,69.5,109.6,CO2 Lab.Tank,-40.508
10/13/22,12:06:09,32,163,MAKO_0640,,Thr,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2050,105.2,28099,1254.0,1259.6,1270.7,2280,3622,120.9,189.6,CO2 Lab.Tank,-33.235
10/13/22,12:06:09,32,163,MAKO_0640,,,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,282,83.7,28099,1333.0,1354.7,1359.3,323,500,96.3,151.1,CO2 Lab.Tank,-33.657
10/13/22,12:06:09,32,163,MAKO_0640,,,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1677,83.7,28099,1359.3,1364.6,1371.9,1847,2963,96.3,151.1,CO2 Lab.Tank,-39.530
10/13/22,12:06:09,32,163,MAKO_0640,,,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,988,83.7,28099,1371.9,1376.1,1385.9,1111,1742,96.3,151.1,CO2 Lab.Tank,-39.372
10/13/22,12:06:09,32,163,MAKO_0640,,Phe,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2674,103.5,28099,1414.7,1421.2,1437.9,2936,4720,119.1,186.6,CO2 Lab.Tank,-41.087
10/13/22,12:06:09,32,163,MAKO_0640,,,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,1797,144.6,28099,1445.4,1452.3,1461.5,2045,3192,166.5,259.8,CO2 Lab.Tank,-21.665
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-5,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2688,-1.0,28099,1698.5,1717.8,1720.5,3062,4836,-1.3,-3.0,CO2 Lab.Tank,-42.860
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-6,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2690,-0.6,28099,1738.3,1757.7,1760.2,3063,4837,-0.9,-2.3,CO2 Lab.Tank,-43.045
10/13/22,12:06:09,32,163,MAKO_0640,,BF-CO2-Ref-7,2.016,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2692,-0.5,28099,1778.2,1797.6,1800.1,3065,4842,-0.8,-2.0,CO2 Lab.Tank,-43.117
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-1,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2709,-1.3,28098,215.5,234.7,237.4,3084,4870,-1.7,-3.7,CO2 Lab.Tank,-43.012
10/13/22,11:28:11,31,162,BASK_21,,BF-CO2-Ref-2,1.992,LSU 13C Amino Acid w NLeu IRMS Method-UCM-Adjusted,2710,-0.8,28098,255.2,274.6,277.1,3086,4873,-1.1,-2.7,CO2 Lab.Tank,-43.200
